age,gender,country,daily_usage_hours,primary_platform,num_platforms_used,purpose,avg_session_minutes,night_usage,mental_health_score,addiction_level,screen_time_before_sleep
24,Female,UK,3.4406564969721614,TikTok,5,News,36.27345915814057,1,6.954597658095883,Medium,42.66899838093898
26,Female,UK,5.487585984618226,TikTok,1,Entertainment,25.22749482115258,1,3.85667298466516,High,95.15941058114689
23,Female,India,2.01796802323121,TikTok,4,Socializing,14.518775637202134,1,8.324346795895877,Low,48.2073597007852
21,Female,USA,3.271468476106593,Snapchat,4,Education,28.26440736100789,0,6.860340862161097,Medium,59.41221008106702
15,Female,Canada,6.422443468773369,TikTok,2,Socializing,39.63077045431628,1,3.1698254595622526,High,88.08378358533038
22,Other,India,4.047607757723059,TikTok,5,Socializing,37.59431690011556,0,7.226567780557088,Medium,58.600765307013006
25,Male,Canada,5.528759655362322,Instagram,2,Socializing,14.421625024698898,1,5.33516897771458,High,42.24620310543169
20,Female,India,2.93809843775909,Instagram,5,Entertainment,22.16466073487973,1,7.061268648260043,Medium,13.136944169514674
13,Female,Germany,5.656213297629321,YouTube,3,Content Creation,12.257186793359631,1,5.875109312755197,High,33.20677438284016
23,Female,India,1.639407395235284,Twitter,4,News,54.724341031252585,1,8.291885524870544,Low,66.82806686234782
27,Female,India,3.831804897892805,TikTok,1,News,26.635116078715644,1,6.510063639503132,Medium,32.18432146609362
19,Male,India,3.408402706275297,Instagram,2,Socializing,28.90248388802121,1,5.317396198078066,Medium,53.781197089542
17,Female,UK,5.404084937021013,Twitter,5,Entertainment,27.31156349952664,1,6.883378550899921,High,74.85579497048766
22,Female,India,3.968996126656621,TikTok,1,Entertainment,14.017078124289226,0,8.130823239024625,Medium,23.405615310594808
21,Female,UK,4.476476324287373,Instagram,2,News,30.885602064040125,1,6.592182658172606,Medium,28.64646732968768
22,Female,India,0.8362072538888738,Snapchat,1,News,35.002769723290456,1,8.928758422912784,Low,40.19540731831037
27,Female,USA,3.5942103182861858,YouTube,2,Entertainment,12.800851192388002,1,5.473380135289974,Medium,0.0
13,Male,India,4.8041219007438265,Instagram,1,Education,13.470041825557155,0,6.472813217218632,Medium,82.02070221049424
14,Female,USA,2.670678341067469,YouTube,1,Entertainment,42.059791264070014,1,8.11792681549853,Medium,76.5934457585245
21,Male,Germany,6.8379258460011085,Instagram,2,Socializing,29.17391832572289,0,4.095649220531895,High,45.3209722419441
25,Male,India,3.808524224535695,Snapchat,3,News,32.157307822058115,0,6.648425132270638,Medium,31.934180512600875
14,Male,USA,2.2930599973531,Snapchat,2,Entertainment,12.78756056353211,1,8.346196319412893,Low,28.96733414307983
26,Female,India,3.899422940570735,Twitter,2,Socializing,30.63016777929924,1,7.347957647932857,Medium,21.702749670807652
15,Male,India,7.34549348041361,YouTube,2,News,31.483364100716745,1,3.351948423375642,High,14.352783425769283
20,Female,Germany,3.861158774141591,YouTube,5,News,40.11044341611144,0,6.8503058322514825,Medium,6.684904004416417
15,Female,Canada,1.4130491715598803,Twitter,3,Entertainment,35.87045432692261,0,8.29207399768541,Low,43.88285509389846
20,Female,USA,2.876522272039672,Instagram,1,Entertainment,14.33859323835554,0,6.781046902208654,Medium,65.60141731599828
23,Female,India,4.199992483984249,Twitter,4,Socializing,29.42440616398419,1,4.649134961308606,Medium,38.98434476916417
15,Female,India,3.120616484479066,Snapchat,3,Entertainment,34.41210039173323,0,7.328542045720284,Medium,54.11330825154672
26,Female,India,3.588455284615676,YouTube,2,Entertainment,28.818429445198586,0,8.58948944676931,Medium,27.05225729112073
24,Female,Brazil,4.065527917053927,Twitter,1,Entertainment,19.47860746212616,0,8.46466197082997,Medium,56.43872687077312
13,Female,UK,1.6035692170701306,TikTok,1,News,15.51494658098423,1,8.36731612803037,Low,53.83824547880657
17,Male,India,3.619043948061377,Instagram,4,News,28.279325247389263,0,6.978917537853031,Medium,78.20834113574966
16,Female,USA,3.2174299401803306,Instagram,1,Content Creation,13.700613108150286,0,8.228006672992167,Medium,25.140975744280617
20,Male,India,2.20703581407214,Twitter,2,Socializing,22.45204965114914,1,5.980653208646125,Low,14.961462062632013
23,Female,Canada,1.2761226228195417,Snapchat,1,Entertainment,31.905012711217186,0,9.418506980458648,Low,85.7108834234211
15,Female,India,4.456459887387315,TikTok,3,Education,35.652510482669804,0,7.478460174185901,Medium,10.05936093817521
20,Female,India,4.332802489647186,Instagram,2,Education,26.27525783686641,1,7.915020947483135,Medium,22.12114209707536
22,Female,India,3.5802586598158057,YouTube,2,Entertainment,29.21345226412118,0,6.724076685054548,Medium,34.37786973890376
27,Male,Canada,2.762184412001281,YouTube,3,Education,11.795888053698723,1,9.237687336108037,Medium,15.0938844947638
22,Male,India,1.7533785960982289,Twitter,3,Entertainment,14.921809470298102,1,9.254185074208122,Low,34.03766542305856
13,Male,Brazil,4.657042217687848,TikTok,4,Content Creation,18.10244351371505,0,4.654821157500917,Medium,26.21010814570484
13,Male,India,5.657128081365807,Snapchat,1,Education,15.69204779649383,1,4.656952522883663,High,77.97198053733673
26,Female,Australia,1.7592317177973835,TikTok,3,Socializing,25.634607241933097,0,8.001698791113784,Low,29.45428982828344
25,Male,USA,4.283554949814244,YouTube,2,Education,27.099091927447013,0,8.562003644181134,Medium,37.38783519326836
21,Female,India,1.0654669630383395,YouTube,3,Socializing,12.450501840788109,0,9.820988033429057,Low,68.47130293171287
18,Female,Germany,4.034122277821752,Instagram,2,Education,25.691146860040995,1,7.396208213090315,Medium,51.47958471841149
14,Male,Canada,3.389173365810158,TikTok,4,Entertainment,7.066006656171247,1,6.054229205153145,Medium,73.95480325494076
25,Female,UK,3.7079936396679702,YouTube,5,Entertainment,31.445444977905296,0,8.025677262623054,Medium,29.063420772970304
22,Female,USA,4.606243887267199,Instagram,5,Socializing,28.726510992424807,1,5.902747384806445,Medium,95.01633579528048
21,Female,India,1.3536356475829967,TikTok,5,News,8.257764915917399,0,9.540001276891529,Low,30.772187120823105
13,Female,Brazil,3.891878466611359,Twitter,1,Entertainment,30.468622093560377,1,7.390162904618773,Medium,50.770004799354126
24,Male,India,2.3769216700692546,YouTube,4,Socializing,24.927334357279303,1,9.462078924295472,Low,34.31364187734375
17,Female,Australia,2.189941241344437,YouTube,3,Socializing,34.26078146879019,1,8.829848068968047,Low,35.1567277998692
18,Female,USA,4.003344909375878,Snapchat,4,Entertainment,34.43939928759275,0,8.566041092640903,Medium,28.61554856007469
13,Male,Canada,7.532474098913722,Twitter,2,Entertainment,15.226641232810303,0,2.9033390131229124,High,15.702611915238144
21,Other,India,2.676094648724127,TikTok,3,Entertainment,29.100715884473043,0,6.928232938178266,Medium,41.30772832753252
23,Male,Canada,4.4628039310380725,Instagram,5,Entertainment,36.59487884253305,1,5.363571162184059,Medium,15.019715414848651
25,Other,India,1.9029953445902097,Instagram,3,Entertainment,23.97422104779677,1,9.189054672413176,Low,67.40019094031024
24,Male,India,2.733454590092362,Instagram,2,Socializing,27.257254754128947,0,8.430447410404865,Medium,34.76378998028837
19,Female,USA,4.351837887360824,Instagram,5,Socializing,17.218358698000568,1,8.538539403567666,Medium,21.96285461760877
16,Male,India,0.613889609788794,YouTube,3,Socializing,30.316266005408025,0,8.103162472696424,Low,31.05329720957049
23,Female,USA,2.160002017407533,Instagram,1,Entertainment,21.030252809604384,1,6.5143640889722585,Low,56.57288933704424
25,Male,USA,3.5798241320573534,Instagram,2,Entertainment,19.703904348795163,1,7.679424506865612,Medium,55.00271462305054
25,Other,USA,2.063654909685459,Instagram,2,Socializing,24.543751998076807,1,8.912467517221033,Low,12.240931701901964
20,Female,India,5.929665963691512,Twitter,5,Entertainment,21.828038345499504,1,5.250011875118018,High,28.161364499283447
22,Female,UK,2.7075270413394232,TikTok,3,Education,35.696435516449824,0,8.001237074234812,Medium,39.44300107654994
21,Male,USA,2.6558953727829278,Instagram,5,Entertainment,41.07367906478329,1,9.2519519885383,Medium,74.02041120498158
17,Female,India,5.327808128633525,YouTube,3,Entertainment,23.802283011068027,0,5.931071775156775,High,21.036299922615505
20,Female,Brazil,4.393014798172425,TikTok,4,Education,25.99093500344708,0,7.146593889263938,Medium,21.094652404331985
14,Female,Canada,1.0050991189566352,YouTube,2,Entertainment,44.69640829759564,0,9.394874390578572,Low,39.4379655820192
21,Other,Australia,2.854353735383547,Instagram,3,Socializing,7.103481555531239,0,6.819353162998595,Medium,0.0
14,Female,USA,2.9439633902829385,YouTube,5,Entertainment,24.867522827255986,1,7.2874543676163155,Medium,75.78614877348798
19,Male,Germany,6.029840623133069,YouTube,5,Education,26.18600283751641,0,7.815382928725179,High,49.22779707482393
15,Male,India,4.233426768546072,TikTok,2,Education,12.000189501427949,0,6.47413069411045,Medium,35.96484232796088
18,Male,USA,2.9633805763211063,Twitter,1,Entertainment,6.9123289332769,1,7.456682780588024,Medium,45.18513526334253
23,Female,India,2.402614195360932,YouTube,4,Socializing,34.77851830059215,0,6.972906305821964,Low,5.022717260567468
25,Male,USA,3.281400816089906,TikTok,3,News,13.535989773843566,0,7.679895100987729,Medium,8.213579657568534
22,Female,UK,1.6051984765358174,Snapchat,5,Socializing,16.8057086469724,1,9.570052848193964,Low,41.86087574147474
16,Female,India,3.0742093966614994,TikTok,4,Entertainment,20.84483604934165,0,7.60385432381515,Medium,27.55077339210462
27,Male,USA,3.313507021528721,YouTube,2,Socializing,31.613273171434464,1,5.867306826520197,Medium,78.69715067017054
27,Female,Germany,1.9902888234668028,TikTok,5,Entertainment,24.09996708716873,1,8.470309468319805,Low,21.60353075821316
25,Female,Germany,3.868619561225471,Instagram,1,Education,27.100720467633536,0,6.0087405758756525,Medium,30.895705643031647
18,Male,India,3.642140067614175,Snapchat,4,Entertainment,23.60002814854953,1,6.440179420916925,Medium,41.03551204310294
16,Female,Brazil,3.271263802766219,YouTube,2,Education,37.691561692640406,1,8.19350965299642,Medium,34.489314744590686
20,Female,USA,3.4696150602295983,Twitter,2,Entertainment,28.3700261738907,1,7.972408972100899,Medium,42.42796996781395
18,Female,Canada,5.134157372412812,Twitter,3,Socializing,18.98538700160851,0,5.218422701966757,High,50.11545059455258
19,Male,USA,3.395234359042208,Instagram,2,Socializing,9.10364982633158,1,6.04626842673256,Medium,0.0
14,Female,Germany,1.784596258110712,Instagram,1,Entertainment,30.73832750630026,1,9.475330861952312,Low,26.840493602647584
16,Male,UK,3.7659389827544616,YouTube,4,Socializing,36.811865066754535,1,5.321033785238277,Medium,53.09741599336851
26,Male,India,4.496840049413224,YouTube,1,Socializing,13.31215198688091,1,6.530601708251393,Medium,27.121814703215925
21,Male,Australia,3.697552873942363,Snapchat,3,Socializing,26.62844695562704,1,6.8793538729818,Medium,74.50373708796316
19,Female,India,2.165177249273934,Instagram,4,Socializing,32.25444312280192,1,7.990532634561892,Low,12.52871276533515
19,Male,Canada,7.139684003754293,Instagram,1,Entertainment,30.430927721221607,1,6.255867226560373,High,56.55634500881671
27,Male,Canada,4.432317051689784,TikTok,4,Education,41.71405821196083,1,7.226080114138703,Medium,0.0
14,Other,India,1.585942272085024,Instagram,3,Entertainment,32.50319280026332,1,9.192198685732658,Low,74.2160258880426
17,Female,Germany,4.3360331483001335,TikTok,1,Socializing,23.731098267723567,1,6.929974800089793,Medium,50.44366918900222
17,Female,India,4.229423663329191,Instagram,4,Education,35.718449108438264,1,6.547826729354322,Medium,64.11617594707195
21,Male,Brazil,2.6132273223052,TikTok,2,Entertainment,12.041637050015645,1,5.7150005179078125,Medium,81.3380921293785
20,Male,Canada,1.3624047936849202,Snapchat,2,Education,26.840742028758434,0,8.885564586704906,Low,42.7744296924667
17,Female,USA,2.8170819410967063,TikTok,5,Content Creation,24.96326576612507,1,6.885071326104572,Medium,19.57448244714532
20,Male,India,4.8093036325301615,Instagram,5,Socializing,38.15719941120997,0,8.282334411792446,Medium,35.864056092243395
22,Male,Germany,3.4989167288069547,TikTok,2,Entertainment,24.59602018555232,1,7.550365241687287,Medium,46.40320126798126
16,Male,India,2.99057274033182,YouTube,1,Content Creation,27.96314465171904,0,6.952867322522291,Medium,45.1675977694787
20,Male,UK,4.155262411759191,YouTube,3,Education,19.41615000708898,1,6.231618736467601,Medium,23.05530849666255
26,Female,USA,3.254349126310771,YouTube,4,Entertainment,29.23302155210451,1,7.700049254664795,Medium,0.0
27,Female,USA,2.208773922401668,Instagram,4,Entertainment,13.761221899789597,1,7.710294190606529,Low,26.41640395473328
17,Female,USA,4.258190256223863,Snapchat,4,News,32.20824861795341,1,6.465278037094149,Medium,68.06407975565529
19,Male,India,4.708204930889763,Snapchat,4,Entertainment,28.209831698610188,1,5.782722341986598,Medium,21.623989932131423
14,Female,India,5.329876839198889,TikTok,2,News,23.63604279632824,1,5.070992805637446,High,26.740792442036252
22,Female,Canada,4.250473294238512,Instagram,4,Socializing,18.351267185462223,1,5.696547854112987,Medium,38.42958269599808
13,Male,UK,1.1098950983030136,TikTok,4,Entertainment,11.457061455124949,1,7.977051725698195,Low,16.47598465401801
18,Male,India,3.704009397453244,Twitter,5,News,28.454868893424784,1,6.692548002320703,Medium,23.16047233138002
24,Female,USA,2.081356504065865,TikTok,3,Entertainment,26.507488941420984,1,6.747924440608459,Low,30.71108632113416
26,Female,India,2.3834750040139907,YouTube,3,News,35.4875551490513,0,8.99262366860142,Low,27.83595582628564
13,Female,Brazil,3.2608203873013366,YouTube,4,Entertainment,13.075176261024364,0,6.758594257685244,Medium,40.36807686963717
14,Male,Australia,1.78378433087882,TikTok,3,Education,14.18781541480504,1,9.62430005653722,Low,13.131824250497855
20,Male,UK,3.358039988592475,YouTube,2,Entertainment,19.04593307401649,0,7.716622358523694,Medium,22.100930548082825
21,Male,Australia,0.7200619817076186,YouTube,2,Socializing,27.52817267810136,0,8.20782616836774,Low,22.88960421675328
15,Female,Canada,3.318610973823949,Twitter,4,News,15.222274075546276,1,10.0,Medium,17.659102658356915
25,Male,Canada,2.32058967275844,YouTube,2,News,5.6164427187847465,0,7.730857670713609,Low,0.0
25,Male,India,4.584746192524289,Snapchat,4,Entertainment,27.499626385554777,1,5.512887080923343,Medium,32.22338056172011
21,Female,Canada,4.519908604575839,TikTok,2,Education,19.95563600591968,0,8.023387360409318,Medium,35.988414381717135
17,Male,Germany,4.19108846287609,TikTok,2,Entertainment,28.51905243849861,0,5.816952118285085,Medium,47.424179889135424
27,Male,India,5.048353918060161,Twitter,1,Socializing,13.416211235604791,1,5.083243119302063,High,22.462618423425223
26,Male,USA,3.5147142767204897,YouTube,1,Entertainment,13.651954895807856,1,7.812711433370517,Medium,25.520049066495258
23,Male,USA,1.6050908501144692,TikTok,4,Education,15.38775872673477,1,8.017577066470892,Low,39.57563773533022
13,Male,India,3.0790323253884484,YouTube,2,Content Creation,22.28123345171664,0,6.928026789542338,Medium,7.7274419186500864
13,Female,Canada,3.8016688793461295,Instagram,5,Socializing,19.14752694810329,1,6.864364834079071,Medium,57.74080826117781
26,Female,India,3.700554192064646,YouTube,4,Entertainment,26.392547850020986,0,7.64422408954749,Medium,48.01867586941805
16,Female,Germany,3.5936316739118004,Instagram,2,Entertainment,29.752635485157164,1,7.349421666954482,Medium,35.171656024854386
13,Female,India,2.762507551304581,TikTok,4,Socializing,32.81827587633288,1,7.865038898136976,Medium,18.84371855443368
22,Female,India,3.54346251098739,YouTube,4,Entertainment,16.5711365096283,0,6.2372874834831,Medium,34.247628858909046
26,Female,Australia,3.3293421175978217,Twitter,2,News,11.17957382922673,1,7.4422834090446,Medium,7.891054414094555
22,Male,Brazil,3.151272354885416,YouTube,5,Education,37.59546641242864,0,6.23373894278758,Medium,45.43225623827293
22,Male,India,3.1256997631290546,Instagram,3,Socializing,20.328575071867228,1,8.478030224606758,Medium,33.67059517733474
13,Male,India,4.854668559281402,Twitter,3,News,37.77464591036209,1,7.816633241102197,Medium,26.02483798695848
19,Female,Canada,3.4433127688960767,YouTube,5,Education,18.416875004203963,0,7.493978860759828,Medium,52.237124878394496
24,Male,Germany,4.904680175738227,Instagram,5,Education,32.046366428330565,1,3.6704556956510985,Medium,28.59603139129744
24,Male,USA,3.59619777633385,Snapchat,2,Entertainment,29.775958503865034,1,6.374609832945935,Medium,31.958053811288103
24,Other,India,1.9928115579883936,Snapchat,3,Entertainment,16.482563107668312,1,8.083003203468081,Low,50.13532878071164
19,Male,India,0.9112077709766409,Instagram,4,Entertainment,19.901270816316377,0,8.151409678309333,Low,41.7670054171578
13,Male,UK,5.557345151691466,YouTube,4,Socializing,15.534644306390655,1,4.551569612661044,High,24.653425279469637
27,Male,USA,5.316769215390758,TikTok,3,News,25.22010728695923,0,6.456180955074596,High,28.06999961862356
14,Male,UK,6.458719538145359,Twitter,4,Entertainment,35.46547720910406,1,5.3721850073038,High,73.12195263594941
17,Male,Brazil,3.818356938466346,Instagram,5,Socializing,13.312424857426006,1,8.374395683142506,Medium,25.30885822457965
16,Female,Brazil,3.34292544516677,Instagram,1,News,15.682857074254994,1,7.192075550958146,Medium,32.37917587630041
20,Male,USA,2.04668220250685,Instagram,2,Entertainment,47.56762956691158,0,7.821117361256233,Low,25.637107410622285
21,Female,India,2.962223290718052,YouTube,2,Socializing,42.437297441746935,1,9.48547300618231,Medium,38.510279270037096
20,Male,UK,3.9024525050449617,TikTok,4,Socializing,24.26610637658824,1,4.887216922052131,Medium,21.515130318585022
23,Male,Germany,3.4717398112621742,Instagram,4,Socializing,25.737455596761524,1,5.279877030149536,Medium,43.20894700194552
21,Male,UK,0.5005176316217597,TikTok,3,Socializing,13.360305236657986,1,9.08491724013478,Low,45.57572670767508
13,Female,India,2.583533633089201,Instagram,4,Education,16.88221751320217,1,7.936643808660098,Medium,78.54014011456661
16,Male,Canada,4.269355646864218,Twitter,4,Entertainment,30.40147854181193,1,6.757115693349369,Medium,38.88097341454392
16,Male,USA,3.0901411605054654,TikTok,3,Entertainment,34.544019902092046,1,8.696144287798427,Medium,14.409010657184332
26,Male,USA,2.8076675337771864,Instagram,3,Entertainment,44.64533872119084,1,8.213340510692376,Medium,93.48760259172428
27,Female,India,2.6587121564344165,Instagram,1,Education,39.75295405653353,1,8.572201854285412,Medium,33.859411559429155
24,Female,India,1.873532797006256,TikTok,4,Content Creation,38.01506133441606,0,6.414922526968079,Low,9.798893682342
19,Female,Germany,4.234840862346298,YouTube,5,Socializing,6.961744018930336,1,7.413594614830568,Medium,83.50117596702046
13,Other,USA,5.268126022500722,Instagram,4,Socializing,11.859685805855763,1,4.265599486027603,High,42.55563085485234
15,Male,Brazil,7.321677028566099,TikTok,5,Content Creation,31.09433002812452,0,5.3512341801399295,High,79.3075460503185
19,Female,India,4.752233818338423,Instagram,3,Entertainment,10.19106603425984,0,7.222917987177681,Medium,33.42937683327038
15,Male,India,0.6392138188617174,Instagram,4,Socializing,30.92198328268544,0,9.09126410433334,Low,26.11143877673581
25,Male,Canada,6.509742523152646,Instagram,3,Content Creation,40.677597584904575,0,4.161117851335695,High,29.812597870335686
18,Other,UK,5.851709737222506,Instagram,4,Content Creation,17.171154050277863,0,4.080641134814553,High,75.96573144448558
17,Male,India,3.5032834910923976,Instagram,1,Education,17.60040363195531,1,5.887965817664445,Medium,27.70722248704401
18,Female,Australia,3.036092856628449,Snapchat,5,Entertainment,32.39339074298823,1,9.26582420502988,Medium,77.35258386769581
19,Male,Australia,6.530154453939559,Instagram,4,Entertainment,14.104084695712904,0,5.52314373936954,High,46.443443450497554
18,Female,USA,2.4991172811319577,Snapchat,1,Entertainment,9.82358468053697,0,6.824657229488674,Low,60.99127366677827
23,Female,India,4.7001265139222905,Twitter,4,Education,28.965423182300334,1,4.587456989171135,Medium,66.69628714137346
20,Male,Germany,5.474575433057263,Instagram,1,News,24.428192034031,1,4.850365419793633,High,27.9424477653178
27,Female,USA,3.2201260528185967,Twitter,4,News,25.60398472408535,0,6.794838112734882,Medium,42.615604352805725
21,Female,Australia,3.8642501872961863,YouTube,3,News,22.46749350986408,1,6.634886448898208,Medium,20.886714920542797
25,Female,India,7.431259390365639,Instagram,2,Entertainment,24.71867374210371,0,2.373972148123516,High,16.162616023578963
24,Female,Brazil,5.005157600266119,YouTube,4,Socializing,22.20294220186466,1,4.523396039775238,High,81.32157084125139
18,Male,UK,3.028486932654152,Instagram,4,Socializing,33.213695487566,1,7.922483480775103,Medium,33.92114578614056
25,Female,UK,2.4985737995378687,Instagram,2,Entertainment,31.95196793808634,1,7.970855920249843,Low,43.32388047633708
20,Male,Germany,4.640985680722422,TikTok,1,Socializing,24.36122703291913,0,7.539633821014169,Medium,43.11770038037191
24,Female,India,4.92214509591356,Snapchat,3,Entertainment,40.148606563587,1,5.260684280485179,Medium,56.16285123140605
22,Male,USA,3.660112901349321,Instagram,5,Entertainment,26.083469062879196,1,8.733197853943024,Medium,39.94301456079171
21,Male,USA,4.768680155141754,TikTok,1,Socializing,5.0,1,6.370837639657593,Medium,3.840661700279661
23,Male,Brazil,3.0863537899558136,YouTube,5,Socializing,5.0,1,7.1506926091870335,Medium,46.53613604037612
20,Female,Canada,2.454467234470464,TikTok,4,Entertainment,30.194353524689312,1,6.555040550335637,Low,41.67763103435975
18,Male,USA,6.9626165945524505,TikTok,1,Socializing,22.36915603192101,0,3.7759012960984633,High,42.172221941159066
24,Male,Brazil,2.6690383249321785,YouTube,3,Entertainment,15.353787559944728,0,6.809642541589507,Medium,41.658085809429934
17,Other,USA,4.9427457389957805,YouTube,2,Entertainment,20.110417688546995,0,5.434642605561513,Medium,60.75753835920527
27,Female,India,3.251043051533916,Snapchat,5,Socializing,22.187720788966818,1,7.958951949756766,Medium,13.284377216636509
16,Male,Canada,0.5,Instagram,4,News,20.712986946109936,0,10.0,Low,28.935026514139125
21,Male,India,6.035764024901068,Instagram,3,Socializing,17.3032076079163,0,6.131164438810589,High,21.65812167972516
18,Female,India,4.378397630827402,Snapchat,5,Entertainment,40.07927423534813,1,7.507168101057264,Medium,34.34161405681628
21,Female,UK,1.311292479739667,YouTube,2,Entertainment,48.28690299136302,1,9.29613649070508,Low,31.81554355949718
24,Female,India,3.3692960689336235,YouTube,4,Entertainment,26.749773009372586,1,7.518730798701544,Medium,48.45120018806893
19,Female,Australia,1.5652928110570952,YouTube,1,Entertainment,15.244942173078618,1,10.0,Low,65.35697554935751
20,Female,USA,4.587073463616088,YouTube,4,Entertainment,19.530012317311485,1,4.157292478424028,Medium,54.70364169758372
23,Female,Brazil,0.5,Twitter,4,Entertainment,30.594564699183685,0,10.0,Low,36.83956305301409
17,Male,USA,3.4114988325416458,TikTok,2,Socializing,24.58370599178576,1,7.589459487708762,Medium,17.17612982384557
14,Female,USA,2.197630369665018,Twitter,1,Entertainment,43.46836916850216,0,6.90252635028588,Low,31.18824847935748
14,Female,India,5.425486942186794,TikTok,2,Socializing,13.921876452462172,1,6.52389315140923,High,7.394107207912157
18,Male,Brazil,2.6858407403993443,YouTube,1,Entertainment,15.43529147293118,1,7.954015273399036,Medium,18.64472202563957
15,Male,USA,3.0238687759995644,TikTok,3,Entertainment,21.607981372819005,1,8.018833383031602,Medium,60.24899740647317
23,Female,Germany,2.0856219315906896,YouTube,3,Socializing,29.57985586250645,0,9.121605639742429,Low,2.16814514143757
26,Male,India,3.2111470166126423,TikTok,4,Education,33.13937692355689,1,6.89591845836733,Medium,30.67570054639719
14,Female,Brazil,4.232450669494226,TikTok,4,Education,30.37920983149482,1,6.254768527993953,Medium,38.28841911991219
13,Female,USA,5.729041214588481,Instagram,1,News,10.371792546267432,0,3.596705388079409,High,60.990202241925694
23,Female,India,2.782165741793628,Instagram,3,Education,28.538486766258536,1,9.355396588846824,Medium,53.74667889599842
19,Female,India,4.853422634530375,Twitter,4,Education,10.818529554789222,1,6.929713940083386,Medium,58.62026331540882
27,Female,India,3.807769480818893,TikTok,4,Entertainment,24.54273240624125,1,7.596959841367682,Medium,47.77312405962241
19,Male,India,7.11508928518731,Instagram,1,Socializing,20.008372977700784,0,4.309807589379821,High,64.77675527908534
26,Female,India,3.736035786097615,Twitter,4,Socializing,29.99686459968332,1,7.145187650092372,Medium,35.399448352213405
14,Male,Brazil,4.004346152303402,Snapchat,5,Entertainment,36.18417041452851,0,7.398470469137395,Medium,52.952148366223305
14,Male,USA,2.398114186706671,YouTube,2,Entertainment,45.83252799226524,1,8.17189665834869,Low,59.72203884195863
13,Female,India,0.5,TikTok,5,News,12.521780317045929,0,8.464645094128587,Low,12.036255640860986
13,Male,Canada,4.1017780364322505,Instagram,4,Socializing,33.92180435756323,0,8.600798556305293,Medium,24.65321536886804
22,Male,Canada,2.914629003793232,Instagram,5,News,29.678931745557257,1,8.95420239516464,Medium,83.64423279891184
21,Female,Canada,5.364835070676026,Instagram,3,Entertainment,26.232459542181267,0,6.665584384354187,High,70.20916774100985
22,Female,USA,1.5425473878169902,YouTube,3,Education,14.441444835957997,1,8.755717190967744,Low,17.844632204755438
18,Male,India,1.9769224818287432,Snapchat,3,Entertainment,46.77490693178593,1,8.833871776779812,Low,46.4182403824369
16,Female,Australia,2.179058459449841,Instagram,1,News,28.687975697350712,0,8.172346167939711,Low,0.0
24,Female,UK,2.780745505905438,YouTube,5,Socializing,41.62009028522598,1,6.544689060439104,Medium,49.414681107860176
14,Male,USA,5.339317275147571,TikTok,3,Socializing,23.78613021498972,1,5.943778476982839,High,45.9648373928077
16,Male,India,5.1983022611658765,Twitter,1,News,33.462003770449726,0,5.673801486864466,High,18.15601729947884
14,Male,Canada,5.420905324058321,YouTube,2,Entertainment,27.95745777503159,1,5.283202803210744,High,17.53590998809866
20,Female,India,6.0158341739149455,TikTok,2,Entertainment,34.42422871105919,1,4.505400997719812,High,61.59946205643556
15,Female,Australia,3.6497604529356975,Twitter,5,Entertainment,13.05297960709872,1,5.004672727872389,Medium,26.502461162111004
18,Male,Canada,2.8723067471487824,Twitter,3,Socializing,26.80187873957056,0,8.160366618011633,Medium,45.37727408899583
13,Female,USA,4.9783860253747765,Twitter,5,Entertainment,17.080280003087438,1,6.666354137431284,Medium,48.27866125415566
26,Male,India,5.222630778140292,Instagram,2,Education,30.03963586362677,1,5.16756798992803,High,26.53026571946461
25,Male,Brazil,4.900941134886176,Instagram,4,Entertainment,21.1804693896266,1,7.119827047577593,Medium,49.24872057748991
27,Male,Australia,1.9957844722379807,YouTube,4,Entertainment,33.54994870816488,1,6.290686462215215,Low,42.73289227263714
23,Female,India,4.024751654715471,Instagram,2,Socializing,36.60364694517357,1,5.3986202704093404,Medium,27.05565964025961
19,Female,India,2.7038995297771367,TikTok,3,Socializing,25.107572627921044,1,8.3962655503731,Medium,54.78088912550514
17,Male,Germany,2.73330264486361,TikTok,5,Education,44.742642678074105,0,7.592120512274427,Medium,47.4159530641231
22,Male,India,5.76940704960302,Twitter,5,Socializing,26.2100590720802,0,3.440384821540041,High,50.75444214653682
26,Male,Brazil,0.5,YouTube,1,Education,26.47296168414981,1,10.0,Low,30.590212623494796
17,Other,USA,2.110444243346051,Instagram,2,Entertainment,52.1321465218993,0,8.889190942984499,Low,32.516850474058856
20,Other,Australia,2.698958545655896,Twitter,3,Education,28.48090227493118,1,6.367638481058314,Medium,58.353559409231785
13,Male,India,2.600520980709109,TikTok,1,Socializing,22.15492409118529,0,8.163117157081471,Medium,49.73622775741906
24,Male,Australia,0.5,TikTok,5,Socializing,31.0076094499978,0,9.579233204069997,Low,17.580958884391585
14,Male,India,3.793536052805393,YouTube,1,Entertainment,9.28525810150143,0,7.594424200034426,Medium,61.71703415753586
19,Female,Germany,3.116926518504465,TikTok,1,Socializing,10.189407445242132,1,7.978431357797348,Medium,48.14892698412678
15,Male,India,5.301364778440288,TikTok,3,Socializing,25.089634512734253,1,6.917793557984533,High,79.27056899329996
17,Female,India,3.448922759636679,TikTok,4,Education,29.23438676504325,1,6.514296953152117,Medium,44.14064585172989
